#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-09-19T20:11:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ba2acb523c60	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJS/211/24&tab:{J/ApJS/211/24/table1}&key:source=J/ApJS/211/24/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/211/24/table1
#-order=I
#-out=KIC
#-out=Teff
#-out=log(g)
#-out=Mass
#-out=Prot
#-out=e_Prot
#-out=n_Prot
#
#
#RESOURCE=yCat_22110024
#Name: J/ApJS/211/24
#Title: Rotation periods of Kepler MS stars (McQuillan+, 2014)
#Table	J_ApJS_211_24_table1:
#Name: J/ApJS/211/24/table1
#Title: The rotation period measurements for the 34030 stars presented in this work
#Column	KIC	(I8)	Kepler Input Catalog identifier (Cat. V/133)	[ucd=meta.id;meta.main]
#Column	Teff	(I4)	[3197/6499] Star effective temperature	[ucd=phys.temperature.effective]
#Column	log(g)	(F5.2)	[3.5/5.4] Star surface gravity (log)	[ucd=phot.sb]
#Column	Mass	(F7.4)	[0.2/1.3] Star mass (1)	[ucd=phys.mass]
#Column	Prot	(F6.3)	[0.2/70]? Rotation period	[ucd=time.period]
#Column	e_Prot	(F6.3)	[0/51]? Error in Prot	[ucd=stat.error]
#Column	n_Prot	(A3)	Period flag (4)	[ucd=meta.note]
KIC	Teff	log(g)	Mass	Prot	e_Prot	n_Prot
 3951599	3881	 4.73	 0.4962	18.011	 0.076	
 3953725	4198	 4.64	 0.6218	10.740	 0.089	
 3953916	4169	 4.54	 0.6102	55.567	 0.602	
 3954217	3588	 4.87	 0.3858	30.280	 0.307	
 3954449	4200	 4.75	 0.6227	11.472	 0.003	
 3954961	4226	 4.62	 0.6331	13.123	 0.039	
 3955183	4399	 4.67	 0.7029	32.906	 0.190	
 3955879	3726	 4.82	 0.4369	32.990	 0.646	
 3955891	3520	 4.94	 0.3614	33.536	 0.072	
 3956991	4243	 4.48	 0.6400	19.235	 0.043	
 3957214	4151	 4.62	 0.6030	14.906	 0.018	
 3957292	3782	 4.81	 0.4581	33.559	 0.285	
 3962433	3740	 4.77	 0.4422	 0.638	 0.004	
 3962715	4165	 4.55	 0.6086	 0.497	 0.004	
 3964492	4186	 4.75	 0.6170	17.174	 0.044	
 3965229	3628	 4.80	 0.4004	33.811	 0.372	
 3965861	4389	 4.69	 0.6989	27.470	 0.342	
 3966673	4333	 4.66	 0.6763	13.061	 0.027	
 3966704	3871	 4.72	 0.4923	31.635	 0.085	
 3968552	3984	 4.72	 0.5365	22.842	 0.288	
 3969430	4163	 4.66	 0.6078	30.401	 0.415	
 3969563	3815	 4.76	 0.4707	23.633	 0.071	
 3971772	4082	 4.66	 0.5754	36.964	 6.739	SM2
 3973090	4070	 4.41	 0.5706	40.756	 0.504	
 3974567	4000	 4.47	 0.5428	25.720	 0.144	
 3974804	3610	 4.80	 0.3938	33.532	 6.367	
 4035503	4107	 4.57	 0.5854	14.413	 0.123	
 4036313	3455	 4.92	 0.3385	37.726	 0.319	
 4036520	4088	 4.46	 0.5778	19.241	 0.086	
 4038439	3508	 4.95	 0.3571	26.840	 6.108	
 4040928	4233	 4.58	 0.6359	26.898	 0.103	
 4043389	3713	 4.38	 0.4320	38.626	 0.375	
 4044678	3688	 4.82	 0.4226	26.162	 0.066	
 4045182	4221	 4.62	 0.6311	38.957	 5.341	
 4047900	4361	 4.88	 0.6876	10.946	 0.223	
 4047976	4393	 4.75	 0.7005	25.558	 1.258	
 4048591	4306	 4.62	 0.6654	20.050	 0.272	
 4049158	3758	 4.74	 0.4490	42.527	 0.201	
 4055390	4097	 4.53	 0.5814	18.328	 0.035	
 4056422	4149	 4.59	 0.6022	23.988	 0.405	
 4059277	4261	 4.68	 0.6472	15.284	 0.011	
 4060965	3427	 4.90	 0.3289	40.263	 0.718	
 4061322	4055	 4.58	 0.5646	24.902	 0.198	
 4063974	4395	 4.67	 0.7013	19.040	 0.043	
 4065607	4121	 4.66	 0.5910	22.011	 1.925	
 4065705	4223	 4.65	 0.6319	 1.363	 0.004	
 4066245	4320	 4.63	 0.6710	 1.939	 0.005	
 4066712	4352	 4.74	 0.6840	27.568	 0.803	
 4067894	3358	 4.97	 0.3054	 5.066	 0.005	
 4067938	4282	 4.53	 0.6557	32.777	 1.000	
 4068018	3861	 4.71	 0.4884	39.506	 0.367	
 4068252	4151	 4.63	 0.6030	21.904	 0.309	
 4068727	3684	 4.81	 0.4211	32.137	 0.345	
 4070633	4108	 4.54	 0.5858	 0.417	 0.004	
 4074068	3500	 4.97	 0.3543	13.841	 0.103	
 4076672	4296	 4.67	 0.6613	30.565	 0.264	
 4077460	4221	 4.69	 0.6311	27.285	 0.391	
 4078087	3946	 4.51	 0.5216	30.197	 0.452	
 4078175	3910	 4.28	 0.5075	22.308	 0.390	
 4079165	4311	 4.61	 0.6674	18.714	 0.091	
 4079437	4185	 4.71	 0.6166	28.712	 0.243	
 4135605	3910	 4.72	 0.5075	39.611	 7.696	
 4136712	4290	 4.67	 0.6589	24.593	 0.337	
 4137679	4090	 4.59	 0.5786	21.891	 0.050	
 4138564	4206	 4.61	 0.6251	28.569	 0.876	
 4139476	3791	 4.78	 0.4615	20.591	 0.094	
 4140528	3346	 5.07	 0.3014	52.676	 0.341	
 4142890	3519	 4.09	 0.3610	18.765	 0.068	
 4143604	4357	 4.74	 0.6860	41.719	 0.572	
 4143981	4108	 4.64	 0.5858	34.478	 0.122	
 4144094	4256	 4.57	 0.6452	23.406	 0.219	
 4144893	4312	 4.54	 0.6678	17.896	 0.014	
 4147163	4304	 4.41	 0.6646	23.883	 0.221	
 4147960	4213	 4.59	 0.6279	27.832	 0.554	
 4148125	3919	 4.50	 0.5110	17.982	 0.091	
 4148277	4290	 4.63	 0.6589	29.785	 0.168	
 4149184	4343	 4.68	 0.6803	44.618	 2.433	
 4155647	4251	 4.60	 0.6432	48.991	 2.190	
 4156209	4340	 4.64	 0.6791	13.859	 0.084	
 4158372	4116	 4.38	 0.5890	 8.008	 0.013	
 4159885	3811	 4.77	 0.4692	33.442	 0.128	
 4160250	4316	 4.67	 0.6694	16.235	 3.232	
 4164310	3483	 4.87	 0.3483	29.969	 0.871	
 4164424	3725	 4.78	 0.4365	39.993	 0.671	
 4168513	4152	 4.55	 0.6034	15.156	 0.126	
 4169930	4209	 4.46	 0.6263	 0.409	 0.000	
 4172405	4188	 4.51	 0.6178	11.724	 0.013	
 4173466	3399	 5.06	 0.3193	38.086	 0.702	
 4173626	3928	 4.44	 0.5145	25.483	 0.601	
 4173901	4214	 4.57	 0.6283	36.216	 0.094	
 4174051	4295	 4.61	 0.6609	24.098	 0.149	
 4174461	4208	 4.56	 0.6259	19.657	 0.045	
 4174717	4025	 4.45	 0.5527	 5.926	 0.000	
 4175216	4262	 4.50	 0.6476	13.880	 0.104	
 4175398	3853	 4.34	 0.4853	31.556	 0.392	
 4175517	3519	 4.84	 0.3610	48.422	 1.326	
 4175707	3825	 4.33	 0.4745	 0.388	 0.083	
 4178442	4171	 4.54	 0.6110	14.183	 0.022	
 4179238	4310	 4.64	 0.6670	29.288	 1.806	
 4179525	3827	 4.43	 0.4753	20.777	 0.075	
 4181240	3549	 4.87	 0.3718	28.778	 1.999	
 4181245	3546	 4.89	 0.3707	19.879	 0.083	
 4241333	4258	 4.61	 0.6460	16.989	 0.045	
 4241801	4319	 4.61	 0.6706	33.494	 1.449	
 4242514	3436	 4.99	 0.3320	31.520	 0.585	
 4242806	4111	 4.55	 0.5870	21.379	 0.119	
 4242943	3895	 4.74	 0.5016	28.698	 0.099	
 4243104	4107	 4.58	 0.5854	43.779	 1.268	
 4243354	3794	 4.79	 0.4627	39.443	 1.336	
 4244311	4364	 4.64	 0.6888	33.327	 0.327	
 4244458	4117	 4.55	 0.5894	12.658	 0.024	
 4244723	4098	 4.63	 0.5818	14.370	 0.108	
 4245790	4222	 4.61	 0.6315	20.387	 0.048	
 4246478	4066	 4.38	 0.5690	37.803	 0.698	
 4246864	4396	 4.70	 0.7017	27.975	 0.157	
 4247106	4095	 4.57	 0.5806	16.100	 0.041	
 4247444	4396	 4.57	 0.7017	29.286	 0.199	
 4248763	4116	 4.52	 0.5890	 1.790	 0.009	
 4249282	4317	 4.68	 0.6698	20.455	 0.068	
 4249525	4294	 4.81	 0.6605	10.776	 0.011	
 4249749	4217	 4.34	 0.6295	 4.252	 0.007	
 4249928	4147	 4.46	 0.6014	30.363	 0.307	
 4253385	3581	 4.86	 0.3833	38.976	 0.191	
 4253705	4203	 4.59	 0.6239	27.067	 0.051	
 4253804	4171	 4.52	 0.6110	12.293	 0.020	
 4254223	3920	 4.74	 0.5114	31.149	 0.257	
 4254317	4059	 4.63	 0.5662	39.739	 0.274	
 4255219	3902	 4.73	 0.5044	18.532	 0.054	
 4255379	3925	 4.72	 0.5133	14.442	 0.021	
 4264634	3941	 4.71	 0.5196	12.426	 0.006	
 4265143	4154	 4.41	 0.6042	30.977	 0.148	
 4265713	4394	 4.64	 0.7009	32.042	 0.743	
 4265815	3509	 4.89	 0.3575	40.903	 0.223	
 4269448	3986	 4.68	 0.5373	28.803	 0.165	
 4271485	3981	 4.48	 0.5353	31.439	 0.300	
 4273882	3909	 4.76	 0.5071	15.051	 0.029	
 4274461	4261	 4.45	 0.6472	28.887	 2.740	
 4275230	3886	 4.72	 0.4981	24.383	 0.244	
 4275254	3949	 4.54	 0.5227	15.144	 0.033	
 4275360	4193	 4.49	 0.6198	19.054	 0.354	
 4275681	3527	 4.88	 0.3639	26.378	 0.601	
 4275867	4316	 4.57	 0.6694	20.731	 0.205	
 4277623	3614	 4.25	 0.3953	47.672	 0.287	
 4279048	3831	 4.74	 0.4769	36.295	 0.428	
 4279354	4172	 4.52	 0.6114	18.212	 0.089	
 4280515	3940	 4.72	 0.5192	26.954	 0.202	
 4281425	3802	 4.75	 0.4657	15.899	 0.131	
 4282716	4223	 4.61	 0.6319	11.867	 0.019	
 4283417	3993	 4.52	 0.5401	13.412	 0.040	
 4283965	3530	 4.90	 0.3650	32.857	 0.514	
 4284371	4236	 4.50	 0.6371	12.867	 0.028	
 4345222	4309	 4.64	 0.6666	15.235	 0.097	
 4345276	4265	 4.76	 0.6488	35.560	 0.553	
 4346765	3529	 4.90	 0.3646	39.087	 1.017	
 4346809	3344	 4.98	 0.3008	48.324	 0.100	
 4349043	4343	 4.44	 0.6803	 2.648	 0.003	
 4349469	3577	 4.87	 0.3818	28.105	 0.170	
 4349785	3687	 4.87	 0.4223	23.888	 0.199	
 4349935	4298	 4.55	 0.6622	34.313	 1.574	
 4350046	4216	 4.54	 0.6291	 2.975	 0.019	
 4350158	4224	 4.53	 0.6323	19.838	 0.056	
 4351296	4248	 4.67	 0.6420	31.258	 0.696	
 4351367	4102	 4.45	 0.5834	11.321	 0.431	
 4351676	4389	 4.81	 0.6989	19.575	 0.066	
 4354858	4346	 4.66	 0.6815	12.807	 0.027	
 4355120	3544	 4.87	 0.3700	42.959	 0.135	
 4355503	3579	 4.87	 0.3826	 5.454	 0.005	
 4356597	3863	 4.79	 0.4892	26.145	 0.110	
 4357520	3742	 4.74	 0.4429	17.096	 0.387	
 4359244	4093	 4.91	 0.5798	20.234	 0.059	
 4359838	4363	 4.67	 0.6884	27.270	 0.221	
 4367215	3932	 4.71	 0.5161	25.650	 0.106	
 4370481	4360	 4.61	 0.6872	13.550	 0.064	
 4370853	3858	 4.77	 0.4873	33.527	 0.171	
 4370970	3649	 4.25	 0.4082	36.662	 0.374	
 4378621	3573	 4.86	 0.3804	17.797	 0.105	
 4381324	3515	 4.94	 0.3596	19.944	 1.671	
 4381741	3886	 4.30	 0.4981	35.085	 0.112	
 4381911	4200	 4.43	 0.6227	39.684	 1.112	
 4382579	4241	 4.46	 0.6392	40.336	 4.485	
 4383096	4092	 4.55	 0.5794	31.492	 0.877	
 4383248	3846	 4.59	 0.4826	22.149	 0.205	
 4383431	3970	 4.70	 0.5310	15.825	 0.057	
 4384167	4039	 4.48	 0.5583	14.147	 0.058	
 4386137	3512	 4.94	 0.3586	19.611	 0.200	
 4386313	3927	 4.57	 0.5141	16.944	 0.044	
 4386382	4295	 4.62	 0.6609	14.161	 0.468	
 4387448	3920	 4.63	 0.5114	19.608	 0.789	
 4443484	4111	 4.42	 0.5870	20.213	 0.069	
 4443489	3924	 4.74	 0.5129	14.366	 0.104	
 4446004	4306	 4.56	 0.6654	13.090	 0.043	
 4447240	4203	 4.66	 0.6239	21.991	 0.119	
 4449377	4277	 4.54	 0.6537	38.262	 4.934	
 4450799	4323	 4.39	 0.6722	16.871	 0.225	
 4451434	4397	 4.49	 0.7021	31.117	 0.869	
 4451916	4359	 4.66	 0.6868	44.590	 1.386	
 4455167	4319	 4.71	 0.6706	11.910	 0.029	
 4455561	4365	 4.62	 0.6892	14.848	 0.652	
 4455709	4356	 4.58	 0.6856	11.982	 0.014	
 4456286	4193	 4.60	 0.6198	14.305	 0.073	
 4456519	4185	 4.76	 0.6166	15.925	 0.019	
 4456788	4097	 4.67	 0.5814	20.317	 0.562	
 4457582	4118	 4.57	 0.5898	24.894	 0.111	
 4457606	4160	 4.63	 0.6066	24.131	 0.110	
 4458155	3404	 5.08	 0.3210	16.526	 0.086	
 4466333	4319	 4.73	 0.6706	26.653	 0.198	
 4466498	4268	 4.69	 0.6500	12.471	 0.012	
 4471619	4282	 4.71	 0.6557	12.878	 0.041	
 4471741	3867	 4.72	 0.4908	40.080	 0.782	
 4471819	3968	 4.62	 0.5302	14.923	 0.035	
 4471850	4375	 4.85	 0.6933	25.900	 0.159	
 4472239	4106	 4.64	 0.5850	20.458	 0.485	
 4473355	3883	 4.73	 0.4970	 0.204	 0.000	
 4473475	3439	 4.93	 0.3330	37.892	 1.055	
 4473525	4293	 4.82	 0.6601	25.293	 0.381	
 4474200	4208	 4.67	 0.6259	37.053	 0.656	
 4474292	3866	 4.71	 0.4904	17.222	 0.031	
 4476546	3347	 4.96	 0.3018	42.852	 4.323	
 4477735	4310	 4.64	 0.6670	38.844	 5.712	
 4479073	4217	 4.77	 0.6295	10.796	 0.058	
 4480250	4037	 4.40	 0.5575	27.504	 0.219	
 4480475	4153	 4.58	 0.6038	28.342	 0.310	
 4480783	4063	 4.48	 0.5678	11.329	 0.006	
 4482203	3747	 4.74	 0.4448	39.584	 0.975	
 4483841	3666	 4.36	 0.4145	33.763	 0.319	
 4484814	4163	 4.31	 0.6078	24.877	 0.076	
 4488006	3341	 4.97	 0.2998	28.403	 0.306	
 4489051	3575	 4.85	 0.3811	33.792	 0.159	
 4489414	3723	 4.41	 0.4357	36.272	 0.469	
 4540508	3732	 4.74	 0.4391	21.996	 0.060	
 4543236	3543	 4.88	 0.3696	45.898	 0.309	
 4543619	4258	 4.69	 0.6460	30.654	 0.309	
 4544623	3629	 4.84	 0.4008	 3.506	 0.003	
 4544783	3428	 4.96	 0.3292	46.464	 0.266	
 4545145	4204	 4.66	 0.6243	24.315	 0.040	
 4545410	4183	 4.47	 0.6158	22.878	 0.181	
 4545964	3888	 4.73	 0.4989	16.708	 0.116	
 4546642	3918	 4.73	 0.5106	17.416	 0.059	
 4547380	3981	 4.70	 0.5353	29.544	 0.117	
 4547416	3997	 4.70	 0.5416	15.348	 0.059	
 4548647	4075	 4.39	 0.5726	17.827	 0.403	
 4551390	4085	 4.57	 0.5766	44.577	 0.940	
 4551429	3541	 4.87	 0.3689	35.422	 0.273	
 4552478	4092	 4.51	 0.5794	26.128	 0.519	
 4553205	3351	 4.96	 0.3031	41.398	 0.547	
 4553286	4211	 4.37	 0.6271	18.358	 0.010	
 4553972	4297	 4.69	 0.6618	22.003	 0.050	
 4554031	4165	 4.51	 0.6086	20.207	 0.049	
 4554367	3950	 4.72	 0.5231	16.493	 0.047	
 4557336	4350	 4.83	 0.6832	17.392	 0.028	
 4557653	4342	 4.48	 0.6799	36.034	 3.246	
 4562228	3893	 4.74	 0.5008	19.338	 0.063	
 4562244	3974	 4.72	 0.5326	19.968	 0.849	
 4566051	4356	 4.50	 0.6856	20.993	 0.383	
 4566277	3963	 4.72	 0.5282	26.149	 0.186	
 4567431	4112	 4.65	 0.5874	21.046	 0.151	
 4569063	4196	 4.61	 0.6210	40.193	 4.600	
 4569115	3675	 4.82	 0.4178	19.240	 1.247	
 4569334	4333	 4.60	 0.6763	28.883	 0.536	
 4569690	4402	 4.61	 0.7042	33.553	 0.785	
 4570311	4174	 4.43	 0.6122	32.466	 1.879	
 4570633	4104	 4.68	 0.5842	12.250	 0.051	
 4571091	3647	 4.78	 0.4074	19.540	 0.221	
 4574081	4244	 4.66	 0.6404	28.128	 0.382	
 4574202	4061	 4.61	 0.5670	14.706	 0.082	
 4574211	4142	 4.58	 0.5994	33.834	 0.515	
 4574656	4339	 4.58	 0.6787	37.468	 2.454	
 4576686	4387	 4.71	 0.6981	31.529	 3.451	
 4576715	4271	 4.53	 0.6513	41.032	 0.973	
 4577094	4309	 4.58	 0.6666	 9.844	 0.016	
 4577963	4234	 4.43	 0.6363	23.773	 0.209	
 4579228	3918	 4.45	 0.5106	41.477	 0.638	
 4579434	4040	 4.36	 0.5587	43.682	 3.463	
 4581344	3840	 4.72	 0.4803	18.862	 0.190	
 4581413	4251	 4.39	 0.6432	10.920	 0.016	
 4585515	4251	 4.52	 0.6432	18.716	 0.104	
 4586745	4362	 4.55	 0.6880	26.060	 0.309	
 4633585	3776	 4.77	 0.4558	37.174	 1.337	
 4636485	4115	 4.39	 0.5886	11.573	 0.315	
 4636938	4122	 4.45	 0.5914	 0.480	 0.004	
 4637644	4203	 4.66	 0.6239	29.215	 2.164	
 4639615	3756	 4.81	 0.4482	27.488	 0.595	
 4640084	3935	 4.70	 0.5172	31.464	 0.216	
 4641091	4342	 4.68	 0.6799	21.405	 0.073	
 4641097	3510	 4.89	 0.3578	29.014	 2.130	
 4641447	4287	 4.60	 0.6577	42.352	 5.988	
 4644174	4022	 4.55	 0.5515	11.861	 0.010	
 4645733	3775	 4.77	 0.4554	15.688	 0.052	
 4646578	4361	 4.61	 0.6876	28.627	 0.379	
 4647381	3901	 4.72	 0.5040	29.890	 0.787	
 4648234	3727	 4.78	 0.4373	15.774	 0.029	
 4649625	4323	 4.68	 0.6722	32.275	 6.178	
 4651014	4393	 4.64	 0.7005	13.324	 0.016	
 4651273	3889	 4.72	 0.4993	16.645	 0.074	
 4655612	3934	 4.75	 0.5169	42.492	 2.150	
 4658549	4208	 4.58	 0.6259	11.517	 0.069	
 4659530	4260	 4.57	 0.6468	17.834	 0.057	
 4660242	4388	 4.58	 0.6985	18.615	 0.095	
 4660255	3917	 4.70	 0.5102	 1.195	 0.005	
 4661213	4394	 4.82	 0.7009	27.894	 0.794	
 4662431	3537	 4.92	 0.3675	14.832	 0.159	
 4663999	4317	 4.62	 0.6698	13.113	 0.016	
 4664679	4291	 4.66	 0.6593	10.363	 0.096	
 4669176	3680	 4.55	 0.4197	37.568	 0.434	
 4669820	4297	 4.62	 0.6618	11.546	 0.010	
 4669977	3410	 4.91	 0.3230	23.150	 1.212	
 4670813	4286	 4.61	 0.6573	12.657	 0.130	
 4671547	4059	 4.65	 0.5662	 8.063	 0.024	
 4672900	3478	 4.95	 0.3466	40.260	 0.652	
 4673107	4388	 4.48	 0.6985	 9.661	 0.080	
 4679850	4303	 4.66	 0.6642	40.814	 2.865	
 4680268	3909	 4.41	 0.5071	27.783	 0.296	
 4680642	3517	 4.84	 0.3603	39.078	 0.094	
 4681067	4244	 4.42	 0.6404	 5.128	 0.005	
 4681294	4115	 4.49	 0.5886	15.149	 0.086	
 4682430	4110	 4.39	 0.5866	14.505	 0.074	
 4725292	4096	 4.40	 0.5810	 1.157	 0.003	
 4725531	3810	 4.75	 0.4688	25.982	 0.453	
 4725734	3963	 4.72	 0.5282	16.654	 0.113	
 4726803	4324	 4.63	 0.6727	22.594	 0.513	
 4728952	3965	 4.68	 0.5290	26.417	 0.102	
 4729962	3607	 4.86	 0.3927	23.180	 0.085	
 4730248	4205	 4.63	 0.6247	38.864	 0.594	
 4731525	3428	 4.90	 0.3292	44.763	 0.199	
 4732250	3959	 4.74	 0.5267	14.430	 0.021	
 4732983	3988	 4.70	 0.5381	31.649	 0.244	
 4733023	4067	 4.50	 0.5694	14.874	 0.549	
 4735754	3679	 4.82	 0.4193	20.429	 0.014	
 4735815	3670	 4.79	 0.4159	30.382	 1.323	
 4736554	3936	 4.72	 0.5176	29.783	 0.143	
 4736615	4318	 4.59	 0.6702	14.130	 2.148	
 4737595	4353	 4.61	 0.6844	22.173	 0.070	BQR
 4738781	4391	 4.61	 0.6997	11.330	 0.027	
 4738796	4353	 4.71	 0.6844	12.639	 0.069	
 4739885	3858	 4.77	 0.4873	32.073	 0.239	
 4739906	4187	 4.67	 0.6174	20.959	 0.061	
 4740688	4083	 4.69	 0.5758	16.895	 0.017	
 4741455	3804	 4.77	 0.4665	 5.019	 0.003	
 4742000	4153	 4.63	 0.6038	21.051	 0.136	
 4742705	4091	 4.57	 0.5790	17.062	 0.321	
 4742905	4092	 4.55	 0.5794	13.823	 0.014	
 4743351	3918	 4.73	 0.5106	13.676	 0.015	
 4743682	4163	 4.63	 0.6078	11.350	 0.169	
 4751044	3783	 4.79	 0.4585	18.752	 0.084	
 4751558	4356	 4.61	 0.6856	21.975	 0.191	
 4751604	4212	 4.69	 0.6275	20.062	 0.099	
 4752465	3452	 5.00	 0.3375	40.378	 1.982	
 4752967	4067	 4.54	 0.5694	12.566	 0.005	
 4753561	4353	 4.62	 0.6844	29.515	 0.709	
 4754115	3926	 4.71	 0.5137	28.140	 0.215	
 4754691	4251	 4.64	 0.6432	10.419	 0.018	
 4755441	3538	 4.84	 0.3678	51.960	 2.041	SM2
 4756732	3652	 4.88	 0.4093	29.594	 0.364	
 4758926	3752	 4.78	 0.4467	19.562	 0.070	
 4758956	3457	 4.88	 0.3392	40.428	 0.492	
 4761031	3935	 4.63	 0.5172	25.826	 0.255	
 4762283	4224	 4.40	 0.6323	 2.746	 0.004	
 4764328	4300	 4.65	 0.6630	37.919	 1.303	
 4764652	3445	 5.02	 0.3351	31.250	 0.951	
 4764938	4082	 4.56	 0.5754	21.327	 0.106	
 4768453	3933	 4.58	 0.5165	20.458	 0.059	
 4769443	4140	 4.61	 0.5986	28.627	 0.223	
 4770232	4028	 4.57	 0.5539	13.938	 0.028	
 4770707	3472	 4.94	 0.3445	44.121	 0.250	
 4772476	4324	 4.62	 0.6727	12.420	 0.015	
 4773065	3859	 4.56	 0.4877	18.347	 0.149	
 4773250	3697	 4.42	 0.4260	34.220	 0.474	
 4774574	4321	 4.35	 0.6714	 3.280	 0.005	
 4814376	4257	 4.56	 0.6456	10.098	 0.012	
 4815670	4290	 4.55	 0.6589	29.766	 0.212	
 4816200	4265	 4.67	 0.6488	10.654	 0.042	
 4818671	3962	 4.71	 0.5278	17.869	 0.211	
 4818821	3851	 4.73	 0.4846	32.581	 4.044	
 4819423	4296	 4.54	 0.6613	 1.757	 0.007	
 4819454	4314	 4.71	 0.6686	34.277	 7.087	
 4819564	4125	 4.51	 0.5926	 0.386	 0.004	
 4819766	3644	 4.84	 0.4063	11.378	 0.295	
 4820690	4353	 4.55	 0.6844	17.400	 0.229	
 4821932	4353	 4.54	 0.6844	24.333	 0.217	
 4824160	4259	 4.44	 0.6464	11.934	 0.052	
 4824868	3867	 4.78	 0.4908	21.603	 0.025	
 4827004	4288	 4.75	 0.6581	39.754	 6.775	
 4827161	3478	 4.94	 0.3466	20.946	 0.067	
 4830721	4178	 4.62	 0.6138	19.605	 0.773	
 4831331	3509	 4.89	 0.3575	20.803	 0.081	
 4832355	4031	 4.68	 0.5551	32.404	 0.120	
 4832452	4211	 4.57	 0.6271	11.956	 0.032	
 4832572	3334	 4.97	 0.2975	40.462	 0.151	
 4832949	4071	 4.42	 0.5710	 9.748	 0.018	
 4833367	3829	 4.82	 0.4761	14.239	 0.064	
 4838549	4075	 4.53	 0.5726	12.858	 0.125	
 4839411	4343	 4.59	 0.6803	17.234	 0.079	
 4839493	3981	 4.72	 0.5353	42.148	 0.675	
 4840994	4324	 4.74	 0.6727	19.757	 0.102	
 4841064	4343	 4.74	 0.6803	27.547	 0.112	
 4841651	4124	 4.63	 0.5922	16.079	 0.568	
 4844987	3716	 4.24	 0.4331	22.287	 0.135	
 4846603	4016	 4.50	 0.5491	11.831	 0.088	
 4846813	4201	 4.65	 0.6231	29.147	 0.373	
 4848778	3928	 4.47	 0.5145	28.362	 6.163	
 4850610	3743	 4.90	 0.4433	18.410	 0.099	
 4851349	4263	 4.51	 0.6480	11.464	 0.006	
 4852019	4120	 4.33	 0.5906	 6.689	 0.005	
 4852379	4250	 4.45	 0.6428	38.464	 2.374	
 4853320	4312	 4.60	 0.6678	20.734	 1.595	
 4857405	4015	 4.58	 0.5488	17.481	 3.641	
 4861287	3724	 4.84	 0.4361	38.289	 0.409	
 4863874	3529	 4.90	 0.3646	46.456	 2.626	
 4902090	4212	 4.58	 0.6275	21.763	 0.190	
 4902107	4203	 4.65	 0.6239	10.427	 0.090	
 4902806	3525	 4.91	 0.3632	38.142	 0.165	
 4904484	4257	 4.54	 0.6456	27.316	 0.114	
 4904647	3512	 4.03	 0.3586	41.679	 0.957	
 4907159	4312	 4.43	 0.6678	 1.582	 0.003	
 4907701	4356	 4.51	 0.6856	18.061	 0.274	
 4908089	3835	 4.76	 0.4784	24.306	 0.388	
 4908565	3921	 4.72	 0.5118	17.911	 0.023	
 4908997	4069	 4.46	 0.5702	13.510	 0.046	
 4909186	3306	 5.01	 0.2882	61.359	 3.099	
 4909253	4059	 4.50	 0.5662	 6.345	 0.090	
 4909364	4183	 4.54	 0.6158	20.880	 0.050	
 4912729	4213	 4.61	 0.6279	21.642	 0.692	
 4913910	4082	 4.55	 0.5754	31.968	 0.202	
 4915573	4087	 4.57	 0.5774	14.563	 0.045	
 4915749	3975	 4.70	 0.5330	14.124	 0.022	
 4916269	4266	 4.46	 0.6492	29.049	 0.519	
 4917139	3812	 4.80	 0.4696	15.113	 0.140	
 4917957	4224	 4.55	 0.6323	29.636	 0.214	
 4918154	3847	 4.74	 0.4830	22.532	 1.004	
 4918333	3718	 4.57	 0.4339	19.854	 0.033	
 4919569	4047	 4.53	 0.5614	12.306	 0.046	
 4921143	3285	 5.02	 0.2814	20.284	 0.199	
 4929092	4314	 4.57	 0.6686	16.461	 0.017	
 4929508	4166	 4.62	 0.6090	15.237	 0.019	
 4930560	4078	 4.37	 0.5738	10.367	 0.069	
 4931205	4101	 4.60	 0.5830	18.058	 0.042	
 4931385	3841	 4.81	 0.4807	12.259	 0.064	
 4932287	3789	 4.83	 0.4608	31.250	 0.067	
 4934630	4313	 4.73	 0.6682	18.847	 0.037	
 4934715	4366	 4.69	 0.6896	36.030	 0.830	SM2
 4935950	4201	 4.38	 0.6231	12.750	 0.025	
 4939621	3836	 4.80	 0.4788	30.273	 0.280	
 4940319	4201	 4.55	 0.6231	14.692	 0.037	
 4941223	3474	 4.96	 0.3452	27.456	 0.210	
 4945607	4307	 4.63	 0.6658	12.491	 0.296	
 4946028	3999	 4.42	 0.5424	38.357	 0.240	
 4946483	3569	 4.87	 0.3789	31.693	 0.043	
 4948088	4377	 4.50	 0.6941	14.047	 0.082	
 4948108	4260	 4.51	 0.6468	18.472	 0.564	
 4949004	4267	 4.68	 0.6496	41.883	 0.795	
